circuito_id,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,HACEMOS POR NUESTRO PAIS,JUNTOS POR EL CAMBIO,LA LIBERTAD AVANZA,UNION POR LA PATRIA
01803,16,78,231,634,549
01804,19,69,358,763,534
01810,561,1152,4713,7575,6042
01815,1,5,15,20,9
01820,202,477,1927,2582,2427
01830,315,902,2763,4653,3493
0183A,1,3,6,19,293
01840,132,370,998,2546,1760
0184A,11,117,165,304,32
01850,367,1868,4095,6105,6260
01860,0,10,33,86,23
01870,5,75,111,281,80
0187A,9,3,8,47,328
01880,62,1035,1394,2197,976
01890,4,22,84,82,96
0190A,0,0,0,5,52
01910,22,811,1019,1763,604
0191A,0,86,41,101,39
01920,1,6,23,53,35
01930,6,122,423,427,352
0193A,8,12,11,171,1125
01940,0,27,65,150,55
01950,8,42,176,249,209
0195A,18,47,207,346,1028
01960,1,8,32,88,157
01964,0,1,6,1,1
0196A,0,0,18,16,17
01970,0,39,43,107,30
01980,1,20,20,38,52
01990,1,3,18,28,7
02000,2,25,82,97,88
02010,5,24,74,88,51
0201A,1,27,68,44,2
02020,2,18,67,79,39
0202A,0,1,35,20,5
02030,1,35,90,93,14
02040,0,13,18,47,7
0204A,1,2,9,24,32
02050,1,12,42,51,38
02070,3,15,54,88,131
0207L,70,164,1431,1067,1203
02080,20,183,437,511,330
02084,0,5,15,24,15
02086,3,4,42,66,22
02090,2,9,54,65,91
02100,142,1525,4159,5333,3097
02105,2,9,17,32,9
02110,5,51,144,175,93
02120,8,90,298,441,250
02125,4,16,69,164,78
0212B,0,24,39,85,66
02130,26,440,1094,1675,808
0213A,0,0,64,31,61
02140,2,41,78,124,239
02145,7,28,74,135,240
02150,3,61,195,236,310
02155,0,3,24,36,3
0215A,156,602,3862,4019,3570
02160,11,156,323,573,386
02165,1,0,11,10,5
0216A,87,264,1775,2305,1826
0216B,57,203,1400,1538,1194
0216C,47,164,951,1157,1054
02170,3,18,99,101,39
02180,4,24,151,89,154
02190,0,2,4,10,4
0219A,0,15,37,123,283
02200,0,17,38,66,157
02210,47,363,1607,1947,1403
02215,0,3,8,20,5
02220,4,22,104,143,215
02230,0,9,177,127,64
02235,0,4,26,21,13
0223A,139,336,1155,2394,2960
0223B,108,339,863,2481,2331
02240,186,1103,5034,4365,4145
02242,86,560,1863,2126,1330
02244,111,619,1242,2819,2893
02246,214,1696,3727,6674,5299
02248,3,19,39,170,530
02249,0,6,37,49,26
0224A,1,3,3,8,104
02250,195,1324,5130,6737,3772
02255,0,2,21,27,50
0225A,0,8,3,4,3
02260,11,36,159,175,136
0226A,1,47,47,38,41
02270,2,56,495,607,382
02272,3,14,89,226,174
02274,1,0,23,25,14
0227A,277,809,2052,5552,2898
0227B,1,50,59,58,103
0227C,0,77,21,24,33
0227D,4,93,71,92,47
02280,11,26,282,302,339
0228A,181,452,1032,4155,3497
0228B,69,242,570,2063,1771
0228C,1,7,5,54,102
0228D,71,200,377,1955,1505
02290,3,21,105,211,256
0229A,1,59,18,33,15
02300,17,110,285,542,914
02305,0,0,2,4,16
0230A,4,187,193,218,36
02310,3,8,51,75,122
0231A,2,10,51,60,72
02320,91,775,2673,3535,4272
02325,0,3,3,18,29
02330,34,118,432,547,787
02340,11,87,176,585,798
02350,53,583,1284,2635,2949
0236A,0,29,12,28,13
02370,37,132,470,798,1289
0237A,4,251,245,241,115
0237B,2,81,27,41,16
02380,6,19,92,162,416
02390,23,95,764,929,1953
02395,0,15,96,150,261
02400,0,0,13,28,149
02410,0,0,4,11,9
02420,7,35,247,385,221
0242A,0,0,2,0,0
02440,0,8,32,41,21
02444,4,26,127,136,79
02446,5,18,59,128,137
0244A,0,56,71,135,7
02450,5,47,234,303,163
02460,3,26,206,281,295
02465,1,3,14,20,53
02470,4,40,180,232,79
02480,4,5,44,42,26
0248A,13,15,122,116,124
0248B,0,4,25,41,7
0248C,241,441,2835,4208,2063
0248D,90,162,1066,1660,855
0248E,171,397,2837,3342,1436
0248F,14,29,298,465,73
02490,0,3,40,16,31
0249A,29,32,429,485,235
0249B,4,7,55,89,57
02510,60,587,1245,2515,3015
02520,20,198,697,860,904
02530,26,76,316,344,642
02540,129,925,3229,3827,4057
02545,2,6,17,37,75
02550,1,0,5,17,19
0255A,1,2,10,16,3
02560,1,16,85,106,198
0256A,9,10,47,47,44
02570,6,41,98,290,512
02580,0,2,13,21,38
0258A,61,172,321,656,515
0258B,43,129,247,515,546
0258C,0,6,27,45,28
02590,11,17,129,209,343
02600,5,46,293,303,596
0260A,0,8,0,4,6
02610,0,10,42,66,94
0261A,14,363,192,287,159
0261B,0,11,1,5,3
02620,4,25,47,79,132
02630,10,23,93,132,446
0263A,3,24,12,27,7
0263B,1,4,2,4,0
0263C,10,226,141,220,104
0263D,34,177,70,82,133
0263E,31,183,142,156,137
02640,1,2,23,40,81
0264A,0,54,23,34,21
0265A,47,1431,484,1346,762
0265B,0,15,0,2,12
0265C,9,292,40,161,180
0266A,0,18,6,15,37
02670,1,2,7,11,11
02680,9,71,351,379,528
02682,0,8,52,95,132
02684,2,8,13,30,53
02690,3,3,14,61,73
0269A,18,153,64,122,113
0269B,0,6,3,6,6
02700,0,0,8,10,7
02710,0,1,3,5,1
02740,1,11,62,51,67
0274A,10,73,94,80,177
02750,91,779,2423,3050,3197
02755,2,27,83,193,196
02758,1,21,78,150,208
0275A,12,225,113,623,921
02760,11,65,481,448,767
02762,0,0,1,4,3
02764,1,2,9,5,4
02766,0,0,0,0,0
02770,50,457,1181,1548,2072
02772,0,1,6,8,2
02774,0,3,8,14,12
02780,0,0,0,7,0
02790,7,28,74,149,115
0279A,2,101,25,115,22
02800,1,16,108,98,67
02810,1,0,5,3,0
02830,2,13,25,35,52
0283A,0,15,65,62,1
02840,2,24,150,157,109
02850,111,720,2328,4017,3136
02852,7,24,164,292,178
02854,0,2,5,5,2
02860,0,0,2,4,2
0286A,881,692,2609,6266,12083
02870,4,16,103,172,83
0287A,649,478,2464,4220,6936
0287B,113,144,1680,1454,1156
0287C,551,404,1628,3480,7073
0287D,823,624,2708,5131,9211
0288A,644,507,4126,3655,4803
0288B,1010,865,3747,6209,11369
02890,10,29,316,393,294
02900,0,6,30,66,30
0290A,982,788,3958,7964,13645
0290B,776,624,2459,5582,10290
02910,28,229,705,1757,1015
0291A,644,598,3093,3924,7459
02920,4,21,68,127,171
02930,4,23,119,299,202
02940,0,23,14,18,4
0294A,2,54,29,61,6
0295A,1,71,65,65,8
03002,56,231,951,1750,781
03003,118,364,1416,2472,1135
03004,83,260,1096,1982,730
03005,21,62,115,389,245
03006,71,206,518,1643,939
03007,102,257,756,2194,1220
03008,29,85,439,538,290
03009,81,276,1215,1664,896
03010,164,366,2855,2091,1569
03011,53,165,1082,1133,435
03012,30,77,725,731,339
03013,32,77,719,695,345
03014,35,135,527,1074,862
03015,212,569,2966,2584,2700
03016,81,248,696,1716,991
03017,95,307,810,2218,986
03018,114,318,931,2504,1162
03019,74,182,369,1425,1374
03020,134,336,2081,2014,1208
03021,133,445,1311,3290,1353
03025,93,211,1644,701,1156
0302A,1230,807,2900,7336,20319
0302B,806,525,1919,4206,11446
0302C,1140,817,3513,6379,13711
0302D,591,433,1656,3585,8176
0302E,1637,1155,3955,8972,21410
0302F,195,112,527,1142,2681
03030,75,180,1725,773,877
03035,50,120,1432,535,815
0303A,230,211,739,1928,4176
0303B,808,657,2192,5477,12522
03040,104,217,2178,887,1176
03045,69,137,1631,525,669
0304A,889,709,3126,5946,12501
0304B,439,346,1669,3277,6100
0304C,106,78,306,762,1758
03050,31,73,841,374,451
03055,48,78,639,336,435
03060,35,87,645,319,424
03065,77,181,1460,698,1027
03070,96,209,1542,722,981
03075,71,143,1471,636,796
03080,48,140,1239,509,693
03085,87,215,2294,975,1233
03090,75,168,1964,814,1112
03095,91,221,1892,834,1135
03100,59,137,1448,560,796
03105,78,175,2012,798,969
0310A,278,6211,5816,7305,3147
03110,76,148,1643,625,770
03115,81,149,942,611,924
03120,166,341,1828,1343,2479
03125,101,183,1282,606,910
03130,74,168,1189,575,850
03135,109,235,1555,801,1158
03140,111,231,1904,994,1246
03145,126,359,1769,1173,1530
03150,312,781,3779,2465,3368
03155,148,352,2519,1226,1673
03160,140,276,1749,971,1345
03165,114,254,1539,905,1112
0316A,99,1404,1104,1944,953
0316B,3,38,42,31,48
0316C,3,47,28,56,28
0316D,13,92,108,122,100
0316E,6,433,128,410,89
0316F,27,325,264,482,274
0316G,22,728,329,809,285
0316H,21,224,299,254,236
0316I,46,274,307,312,254
0316J,42,1041,505,1262,369
03170,204,466,2723,1748,1939
03175,248,619,2813,2314,2744
03180,79,136,870,481,780
03185,108,193,1478,754,1121
03190,75,160,834,548,856
03195,123,264,1273,876,1213
03200,90,258,1740,1093,1186
03205,181,512,1883,1653,1954
03210,682,1805,6671,7222,8212
03220,346,1013,4304,4192,4337
03230,306,810,1904,3867,4404
03240,264,660,3834,2818,4112
03250,390,1220,2450,4997,7338
03260,1318,3812,12377,15485,16290
0326A,25,946,1072,1157,307
0326B,27,564,769,731,249
0326C,29,958,591,1260,431
03270,526,1169,2563,5411,6056
03280,998,2759,8939,10659,14184
0328A,16,219,116,155,188
0328B,11,239,217,307,81
03290,554,1320,4820,5783,7664
03300,1014,2449,6575,10971,13717
0330A,10,167,111,178,138
03310,485,1043,2337,5355,9960
03320,120,339,974,1423,1748
03330,5,12,37,78,77
03340,523,1473,4021,6201,8665
03350,779,2054,8854,9356,8812
03360,383,863,2586,3523,6228
03370,220,513,2739,2135,2568
0337A,165,356,1158,1439,1518
0337B,467,579,3148,3751,4169
0337C,267,413,2077,2403,2690
0337D,340,432,2455,2690,2756
0337E,494,736,3598,4529,5094
03380,251,679,3164,2705,3649
0338A,18,48,377,362,450
0338B,9,14,164,111,127
03390,1145,2736,10823,10660,12923
0339A,206,338,1461,3224,2578
0339B,92,133,944,1202,940
0339C,5,13,234,144,90
03400,747,1897,5379,8057,11102
03401,18,132,216,547,525
03402,13,110,222,559,417
03403,9,46,174,211,180
03404,12,73,205,362,236
03405,10,141,297,599,566
03406,9,67,155,343,271
03407,10,75,107,291,222
03410,74,379,917,1145,1280
03415,2,31,140,122,122
03420,7,25,84,90,28
03430,65,533,1512,1597,1176
03435,36,116,346,533,461
03450,280,1549,4265,5087,4258
03455,58,343,756,1265,1307
0347A,3,75,66,46,19
0349A,3,75,101,107,51
03500,10,46,118,184,238
03505,9,43,317,186,120
03510,34,151,447,456,552
03515,3,21,83,76,76
0351A,8,218,154,173,49
03520,527,1736,8418,7973,5490
0352A,0,88,18,36,23
03550,665,2542,5277,9665,10030
03555,107,412,945,1439,1282
03560,245,1291,2685,4825,4406
03565,132,382,768,2558,3178
03570,49,297,781,1010,703
03580,17,107,405,362,252
03585,10,61,279,237,155
03600,544,1709,3903,6822,8256
03602,586,1618,3117,6080,7304
03604,386,1072,1574,4496,6876
0360A,1,78,54,61,15
0360B,0,20,16,35,7
03610,88,476,852,1645,1475
03615,83,308,671,1234,1195
0361A,1,3,44,42,24
03620,209,753,1849,2870,2392
03625,62,419,1042,1637,976
03640,89,590,1199,1653,1218
0364A,657,698,5210,4922,4896
0364B,440,484,3183,3400,3958
0364C,490,603,3974,4167,3514
0364D,1179,1268,6100,8763,11173
0364E,761,955,3838,5839,9070
03650,31,274,672,812,394
0365A,504,590,2642,4163,6263
0365B,234,352,1040,2267,3103
0365C,605,681,4671,4509,5384
0365D,511,490,2813,3833,5088
0365E,445,533,2139,3561,5424
0365F,514,497,4488,3304,3907
03660,23,177,455,431,229
0366A,1681,1703,14124,9797,13452
03670,84,391,1133,1108,904
03680,422,3403,6536,7511,5101
0368A,81,83,351,655,794
0368B,180,223,1150,1377,1752
0368C,0,1,15,20,16
03690,12,105,152,284,181
03700,58,509,1367,1796,1076
0370A,223,207,1016,1568,2268
0370B,19,38,104,213,412
0370C,51,33,236,226,390
0370D,51,37,238,303,467
0370E,151,187,654,1283,2142
0370F,586,553,2074,4153,7428
0370G,306,407,1447,3192,3473
03710,55,534,1268,1170,611
03720,18,159,289,473,204
0372A,1,41,65,111,28
03730,17,160,430,368,336
03740,23,194,551,515,305
03750,48,447,1536,1708,748
03755,3,5,18,35,14
03760,16,183,333,374,291
03770,64,568,1427,1710,1159
03772,43,375,613,758,587
03774,5,41,166,242,218
0377A,1560,1422,8701,9997,19213
03780,5,8,73,84,111
03782,16,89,357,294,266
03784,5,24,80,94,73
03786,9,71,275,278,119
03788,5,39,151,168,67
03790,14,83,311,322,264
03792,3,33,140,138,140
03794,7,35,180,171,117
03800,55,185,624,640,688
03810,27,145,477,386,281
03820,21,97,440,520,289
03830,40,257,716,736,520
03840,781,3524,6666,8967,10937
03845,81,563,1111,1471,1721
03846,44,212,328,612,712
03848,4,29,121,156,70
03850,8,148,256,358,131
03852,4,14,47,108,27
03854,4,39,71,157,32
03860,16,123,355,446,199
03862,10,44,173,250,83
03864,56,301,933,937,586
03870,25,102,474,452,207
03880,26,90,260,454,466
03885,4,7,31,75,57
03890,47,365,1273,1242,822
03900,144,1691,3452,4103,3317
03904,18,161,437,507,416
03906,7,63,198,192,93
03908,2,50,52,117,86
03910,7,20,48,140,96
03915,6,68,204,598,241
03920,13,242,367,352,327
03930,28,153,435,504,411
03935,5,73,184,198,193
03940,241,1647,2789,3997,3102
0394A,393,358,4888,2217,3036
03950,6,82,179,305,110
03955,15,203,704,1080,348
03960,44,236,599,1091,1121
03965,9,42,96,202,150
0396A,0,4,16,19,4
03970,41,245,784,1153,711
03975,41,213,554,1149,815
0397A,784,551,4120,4759,8103
0397B,1148,752,4927,6978,15102
0397C,961,660,4933,6255,13438
03980,46,406,1237,1399,670
0398A,2389,1838,6732,14986,37107
0398B,2215,1573,7868,12347,25286
03990,218,1533,5617,5961,2521
03992,290,1457,4461,5195,2487
03994,204,1425,3561,4391,2436
03996,141,832,2685,3024,1650
0399A,1211,892,4471,7443,15836
0399B,1102,794,3834,6730,11787
0399C,47,45,164,431,736
0399D,1025,797,4351,6065,11690
0399E,694,503,2749,4516,7984
0399F,1954,1479,9607,12404,20016
0399G,647,451,1888,3922,10074
04000,63,519,2033,2352,1113
04010,30,327,1385,1134,948
04015,37,433,981,927,637
0401A,875,928,9847,7294,8282
04020,87,1066,2674,3252,1247
04030,125,1368,1824,3114,2134
04040,86,1044,2492,3007,1837
04045,5,138,289,332,145
04050,19,269,610,765,225
04060,11,208,383,487,450
04070,25,93,220,373,212
04080,353,3027,5059,6302,5306
04090,17,77,210,281,178
04100,41,604,957,1315,857
04101,12,13,60,60,71
04102,182,154,606,552,1007
04103,338,403,1218,1061,2325
04104,273,386,1293,1022,1896
04105,122,160,748,451,796
04106,108,198,1096,591,880
04107,130,95,361,306,832
04108,138,167,436,669,932
04109,297,511,475,1715,2038
04110,247,560,881,1843,1911
04111,45,65,50,290,557
04112,88,200,291,520,553
04113,45,82,594,336,369
04114,130,227,1033,868,944
04115,73,145,717,528,564
04116,71,135,388,444,436
04117,55,62,299,221,232
04118,235,438,1078,1331,1665
04119,89,233,366,607,965
04120,206,434,1414,1836,1620
04121,62,111,144,277,330
04122,45,72,136,258,340
04123,86,226,254,658,837
04124,114,174,189,509,888
04125,69,145,245,408,552
04126,91,192,301,480,664
04127,179,294,380,1076,1711
04128,81,139,233,519,579
04129,280,617,880,1995,2441
04130,261,1303,3398,4068,2875
04131,5,10,57,46,61
04132,7,55,102,245,98
04134,0,2,2,19,10
04140,39,185,629,1074,697
04145,50,172,423,815,693
04150,28,206,620,860,336
04160,144,1504,2565,3642,3328
04170,1,1,2,9,4
04172,26,264,516,648,380
04174,40,139,487,501,423
04180,73,334,726,1702,1309
04185,13,52,158,197,114
04190,21,66,192,287,328
04200,286,926,1935,4154,3427
04205,480,1836,3891,6591,6119
04210,227,974,1751,5332,4565
04220,19,248,715,961,468
04224,5,54,203,314,94
04230,363,1546,4474,5992,5079
04240,25,213,610,689,406
04245,56,316,836,1298,619
04250,710,2618,7043,11181,8507
0491A,339,196,1168,2024,5446
0496A,366,288,1906,2584,5029
0496B,377,286,2042,2459,4449
0496C,437,353,2668,2670,4987
0496D,491,392,2940,3193,5711
0496E,214,162,902,1023,2037
0496F,10,8,53,52,79
0497A,10,15,94,215,148
0497B,296,269,1930,2090,3314
0497C,288,235,1454,1952,3283
0497D,292,268,2154,2326,3135
0497E,319,279,1996,2532,3696
0497F,101,93,433,984,934
0503A,258,244,1954,1757,2714
0504A,801,874,8353,4163,7920
0505A,384,330,1902,2057,4107
0505B,93,88,360,759,1113
0508A,380,359,2805,2603,3571
0508B,229,185,1061,1836,3012
0508C,262,200,1354,1871,3245
0508D,254,202,1488,2421,3628
0508E,275,213,1403,1952,2628
0508F,34,51,338,629,578
0508G,12,24,73,145,240
0509A,236,253,1749,2369,2455
0513A,655,504,3286,4239,7092
0534A,1633,1552,10729,12411,19368
0535A,2092,1592,7826,12069,22145
0536A,150,187,2324,1845,1628
0548A,6,5,73,58,108
0567A,7,12,137,111,53
0568A,2,7,39,45,63
0576A,3,4,46,31,16
0583A,1048,663,2666,5790,20534
0583B,796,524,2329,4732,14349
0583C,679,415,1770,3987,10702
0583D,686,523,2120,5134,13157
0583E,365,288,1059,4012,8364
0590A,1511,1154,6060,7412,17052
0593A,410,353,2626,2299,3422
0613A,14,21,177,145,173
0613B,31,21,196,141,367
0617A,0,0,7,6,1
0622A,426,437,2503,2870,4348
0622B,91,86,681,611,745
0624A,5,10,37,105,167
0626A,1470,1059,5940,7016,12833
0629A,2146,1426,5744,9508,24321
0629B,1362,1032,3684,6706,18523
06301,42,41,84,415,492
06302,54,91,232,550,641
06303,150,170,466,1164,1143
06304,78,71,134,502,537
06305,314,361,1512,2119,2103
06306,311,366,1076,2467,2820
06307,292,338,2374,2048,1962
06308,271,324,1282,1923,1936
06309,169,174,580,1048,1152
06310,239,275,819,1689,1537
06311,463,574,1285,3337,3931
06312,353,399,507,2937,3747
06313,161,184,306,1386,1680
06314,90,96,118,821,1176
06315,15,25,261,229,175
0631A,1312,934,4653,6906,17917
0631B,273,281,1980,1832,2687
0631C,740,409,2064,3346,8013
0631D,1303,850,4538,6369,15593
0632A,491,376,1901,2441,4515
0632B,126,109,724,762,1183
0635A,2976,2096,8222,15586,45381
0635B,3777,2555,9953,18482,50405
0635C,1822,1284,4292,9637,28219
0635D,1423,920,3066,7904,23108
0635E,1435,980,2918,8027,24005
0635F,29,30,158,283,415
06501,118,139,773,922,625
06502,119,153,839,1061,901
06503,160,199,641,1137,1095
06504,139,192,510,1104,985
06505,111,89,606,709,550
06506,79,136,990,787,500
06507,128,156,342,930,833
06508,126,165,588,1070,890
06509,163,206,1281,1174,844
06510,141,231,537,1284,919
06511,65,111,1263,786,532
06512,145,219,535,1252,794
06513,187,216,515,1448,1387
06514,163,196,422,1214,1222
06515,45,96,185,447,384
06516,51,70,495,496,410
06517,131,126,214,925,1259
06518,101,109,220,867,778
06519,73,93,160,612,520
06520,13,10,68,126,98
06521,41,48,132,421,334
06522,43,37,107,323,328
06523,30,44,86,304,519
06524,32,44,94,374,378
0652A,4499,3094,14096,25632,57526
0655A,1704,1194,4939,10975,23711
0663A,1703,1295,6904,9998,18024
0663B,1669,1198,5212,10794,22980
0663C,2664,1783,7252,15680,36385
0663D,822,668,2153,6092,14955
0664A,950,758,3249,6250,11914
0664B,948,664,2678,6071,12882
0666A,1092,978,6146,6167,11380
0668A,1240,985,5509,7849,16926
0668B,1978,1517,9447,10637,20777
0681A,2,4,47,44,56
0686A,334,576,2111,4086,3534
07001,72,509,721,1563,877
07002,31,305,426,918,583
07003,49,219,352,572,577
07004,21,99,144,234,230
07005,54,215,648,840,565
07006,56,193,576,829,485
07007,37,134,352,558,378
07008,22,78,146,224,190
0705A,3,24,101,147,139
0711A,149,352,1894,1701,1650
0711B,225,454,1791,2346,2438
0711C,375,701,2752,3593,4058
0711D,500,1123,3562,5082,5410
0711E,411,872,2726,4075,4414
0718A,0,0,6,6,6
0719A,0,0,4,10,1
0723A,0,1,18,14,17
0731A,11,18,192,204,149
0734A,3,3,24,26,49
0742B,1,4,16,32,26
0746A,3,12,145,87,196
0747A,3,19,95,68,60
0748A,254,907,3447,3915,3824
0748B,287,730,3648,3755,3816
0748C,230,737,3052,3835,4459
0748D,244,862,3935,4187,3815
0748E,1,4,18,27,31
0754A,12,38,298,244,130
0768A,529,589,4142,4608,4871
0768B,431,444,3197,4742,5857
0768C,563,549,3886,5443,7271
0769A,109,103,868,1097,1335
0770A,24,50,1152,764,291
0770B,80,109,844,1049,1342
0770C,117,132,1366,1359,1428
0770D,564,402,1540,4253,8806
0770E,89,81,416,726,1605
0770F,386,322,1306,2952,6623
0771A,110,140,1293,1316,1307
0771B,198,201,2330,2258,2067
0771C,733,728,3752,5616,9281
0771D,792,730,3798,5995,10475
0772A,313,382,3009,4126,4928
0772B,70,103,512,829,1100
0773A,1908,1732,8817,14675,24494
0773B,556,586,2081,4089,10153
0777A,0,5,41,39,23
0783A,362,315,2134,2774,7554
0785A,683,558,4888,4126,7469
0785B,1106,882,7273,7451,14749
0786A,476,355,2523,2523,5894
0787A,759,653,7370,4131,7156
0788A,1599,1096,5941,9551,25130
0788B,865,552,3751,5243,12310
0788C,802,492,2472,4607,16286
0789A,1158,818,4029,6577,13281
0789B,633,478,2638,3343,6172
0789C,591,564,4022,3607,6096
0789D,693,485,2127,3597,8571
0789E,630,470,2727,3417,5831
0789F,505,412,2504,2661,4587
0790A,360,292,1463,2270,3982
0791A,886,714,3855,6134,11763
0791B,816,641,4814,5193,9737
0792A,510,467,2520,3448,5711
0792B,350,315,1230,2514,4466
0792C,565,434,2121,3497,7249
0792D,624,458,2139,3219,6417
0846A,3,6,43,67,76
0849A,4,18,138,117,84
0855A,0,1,17,11,5
0857A,0,1,5,8,0
0857B,2,4,30,33,29
0862A,1,5,52,57,49
0863A,5,22,86,94,122
0864A,5,8,66,103,110
0871A,0,0,24,11,1
0871B,0,2,47,11,1
0871C,0,4,20,23,6
0878A,361,289,1766,3000,6671
0879A,567,419,2721,4027,7618
0880A,98,59,390,586,1389
0880B,89,75,741,610,1050
0882A,15,28,156,153,290
0892A,1103,1165,9769,7507,8794
0901A,262,494,1804,2602,3746
0901B,451,1000,4078,4621,4917
0933A,196,517,1280,2230,2261
0933B,207,441,2010,2227,2065
0933C,115,288,2618,1453,1167
0933D,79,216,1274,999,949
0933E,119,298,958,1221,1670
0933F,195,460,1689,1923,1862
0933G,126,287,567,1298,1562
0933H,120,312,695,1365,1422
0933I,275,738,1853,2545,2726
0933J,117,348,1205,1301,1322
0933K,312,683,4254,2858,2738
0933L,566,1265,6739,5439,5042
0933M,2,10,28,56,26
0955A,76,129,689,699,556
0955B,25,30,191,234,229
0961A,0,1,19,14,5
0961D,0,2,31,58,35
0973A,50,69,459,350,437
0975A,0,2,10,14,9
0975B,22,20,119,195,160
0993A,200,237,5318,1801,1598
1000A,227,197,2201,1483,1542
1001A,330,555,4952,4667,3511
1001B,84,194,679,1410,528
1001C,51,141,486,948,392
1008A,47,155,340,1095,518
1008B,95,212,569,1516,685
1008C,120,337,937,2266,1079
1008D,89,216,676,1594,681
1008E,79,198,774,1425,969
1011A,35,86,601,1300,492
1015A,21,23,131,300,210
1015B,29,43,70,328,298
1021A,56,124,303,935,834
1021B,39,95,172,724,517
1021C,155,326,657,2664,999
1022A,56,111,427,876,412
1022B,33,123,562,830,398
1022C,88,210,445,1251,578
1022D,63,164,475,1145,572
1022E,62,163,409,1210,650
1022F,55,128,206,850,600
3001A,27,107,438,1038,792
3001B,229,627,1506,4871,1781
